﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Districte;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids;PSC Vots;ERC Vots;JxCat Vots;VOX Vots;ECP-PEC Vots;CUP-G Vots;Cs Vots;PP Vots;PDeCAT Vots;RECORTES CERO-GV-M Vots;MPIC Vots;FNC Vots;PNC Vots;PCTC Vots;IZQP Vots;SOM TERRES DE L'EBRE Vots;PUM+J Vots;UEP Vots;EB Vots;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA Vots;ALIANZA C V Vots;SCAT Vots;M.C.R. Vots
17;Girona;3;Girona;19;Garrotxa;17161;Sant Feliu de Pallerols;1;;1038;330;663;741;297;13;3;725;728;46;205;291;9;20;104;8;9;23;3;2;2;0;1;0;;1;1;;;0;;
8;Barcelona;2;Catalunya Central;7;Bages;08212;Sant Feliu Sasserra;1;;481;190;300;343;138;9;3;331;334;15;95;176;3;3;21;2;5;11;0;0;0;0;0;0;;;;;;;;
17;Girona;3;Girona;19;Garrotxa;17162;Sant Ferriol;1;;160;47;74;91;69;0;1;90;91;9;13;31;6;8;13;0;0;10;0;0;0;0;0;0;;0;0;;;0;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08209;Sant Fost de Campsentelles;1;;7033;1353;2895;3565;3468;39;34;3492;3526;843;776;633;355;241;145;232;173;68;12;4;2;0;4;4;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08213;Sant Fruitós de Bages;1;;6686;1608;3191;3751;2935;43;37;3671;3708;534;859;1200;196;173;280;125;68;194;11;12;12;4;1;2;;;;;;;;
17;Girona;3;Girona;20;Gironès;17163;Sant Gregori;1;;2941;861;1760;2030;911;45;9;1976;1985;137;454;900;47;60;244;33;18;49;2;10;8;3;5;0;;3;2;;;1;;
25;Lleida;4;Lleida;32;Segarra;25192;Sant Guim de Freixenet;1;;741;161;366;436;305;10;1;425;426;36;146;133;23;15;27;16;10;16;0;1;0;0;0;0;;1;;1;;;0;
25;Lleida;4;Lleida;32;Segarra;25197;Sant Guim de la Plana;1;;140;67;97;106;34;2;2;102;104;8;40;31;1;0;16;2;0;1;1;0;0;2;0;0;;0;;0;;;0;
17;Girona;3;Girona;34;Selva;17164;Sant Hilari Sacalm;1;;3890;954;1759;2096;1794;56;14;2026;2040;204;509;883;27;33;234;39;11;64;1;5;13;1;2;0;;0;0;;;0;;
8;Barcelona;2;Catalunya Central;24;Osona;08215;Sant Hipòlit de Voltregà;1;;2618;756;1389;1545;1073;31;17;1497;1514;175;311;660;57;34;147;19;28;47;2;7;6;1;3;0;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08193;Sant Iscle de Vallalta;1;;1022;242;493;570;452;14;5;551;556;55;162;166;39;38;46;16;9;15;4;0;0;1;0;0;;;;;;;;
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43902;Sant Jaume d'Enveja;1;;2769;761;1140;1294;1475;161;16;1117;1133;268;382;191;58;44;63;26;20;13;1;0;1;0;0;;48;1;;;1;;;0
8;Barcelona;2;Catalunya Central;14;Berguedà;08216;Sant Jaume de Frontanyà;1;;23;7;9;12;11;0;0;12;12;4;6;0;0;1;0;0;0;0;0;1;0;0;0;0;;;;;;;;
17;Girona;3;Girona;19;Garrotxa;17165;Sant Jaume de Llierca;1;;627;194;338;377;250;5;4;368;372;38;102;149;9;7;45;3;3;9;1;0;1;0;0;0;;1;0;;;0;;
43;Tarragona;8;Penedès;12;Baix Penedès;43137;Sant Jaume dels Domenys;1;;1930;464;840;1003;927;23;5;975;980;177;245;234;91;28;93;44;23;21;6;1;3;0;2;;0;3;;;2;;;2
17;Girona;3;Girona;31;Ripollès;17167;Sant Joan de les Abadesses;1;;2603;756;1372;1627;976;33;24;1570;1594;163;407;651;45;36;154;12;11;56;5;5;9;4;5;0;;5;2;;;0;;
17;Girona;3;Girona;20;Gironès;17168;Sant Joan de Mollet;1;;372;132;244;267;105;6;7;254;261;21;58;99;9;13;40;6;0;1;2;0;0;0;0;0;;3;2;;;0;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08217;Sant Joan Despí;1;;12381;3189;6349;7713;4668;89;52;7572;7624;2473;1596;891;594;694;278;542;260;155;37;10;7;11;13;11;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08217;Sant Joan Despí;2;;3344;693;1427;1659;1685;28;15;1616;1631;666;219;92;165;208;48;123;56;14;14;0;2;1;3;5;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08217;Sant Joan Despí;3;;4682;1230;2157;2384;2298;42;12;2330;2342;1160;228;59;242;256;52;179;107;5;21;3;0;0;7;11;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08217;Sant Joan Despí;4;;2124;443;1192;1422;702;22;15;1385;1400;321;267;223;163;102;52;114;72;56;7;2;4;1;1;0;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08217;Sant Joan Despí;5;;2911;625;1592;1892;1019;18;14;1860;1874;555;315;248;177;155;74;169;96;48;6;1;0;5;9;2;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08218;Sant Joan de Vilatorrada;1;;8032;2058;3728;4206;3826;38;42;4126;4168;993;909;912;319;266;256;227;102;108;14;4;6;6;3;1;;;;;;;;
17;Girona;3;Girona;19;Garrotxa;17185;Sant Joan les Fonts;1;;2280;553;1053;1221;1059;9;13;1199;1212;145;325;495;24;31;90;14;11;44;3;4;5;2;2;0;;3;0;;;1;;
17;Girona;3;Girona;20;Gironès;17166;Sant Jordi Desvalls;1;;547;227;368;413;134;10;0;403;403;17;98;181;8;6;69;1;0;17;1;1;0;0;1;0;;3;0;;;0;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08903;Sant Julià de Cerdanyola;1;;205;89;150;174;31;0;0;174;174;6;55;75;1;8;17;2;3;6;0;1;0;0;0;0;;;;;;;;
17;Girona;3;Girona;34;Selva;17903;Sant Julià del Llor i Bonmatí;1;;918;268;508;550;368;6;5;539;544;47;136;245;21;18;42;12;4;10;0;1;0;2;0;0;;0;1;;;0;;
17;Girona;3;Girona;20;Gironès;17169;Sant Julià de Ramis;1;;2536;730;1423;1623;913;30;18;1575;1593;250;341;503;129;56;180;56;9;30;7;4;1;2;0;0;;2;4;;;1;;
8;Barcelona;2;Catalunya Central;24;Osona;08220;Sant Julià de Vilatorta;1;;2424;854;1634;1824;600;17;28;1779;1807;78;400;963;26;21;173;12;12;77;1;7;4;4;1;0;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08221;Sant Just Desvern;1;;13386;3731;7446;8850;4536;92;55;8703;8758;1943;1705;1759;606;557;589;576;451;395;35;32;5;34;10;6;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08222;Sant Llorenç d'Hortons;1;;1855;502;1059;1225;630;18;16;1191;1207;175;351;285;76;82;113;31;34;26;2;2;11;1;2;0;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17171;Sant Llorenç de la Muga;1;;182;58;115;130;52;3;2;125;127;10;35;48;2;9;14;0;1;4;1;0;1;0;0;0;;0;0;;;0;;
25;Lleida;2;Catalunya Central;35;Solsonès;25193;Sant Llorenç de Morunys;1;;794;252;429;487;307;12;1;474;475;29;118;207;6;4;62;8;12;26;0;2;0;0;0;0;;0;;0;;;0;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08223;Sant Llorenç Savall;1;;1957;478;952;1080;877;15;10;1055;1065;129;319;316;63;30;119;30;10;34;0;0;2;1;2;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08225;Sant Martí d'Albars;1;;97;44;60;69;28;0;1;68;69;0;14;40;0;1;8;0;0;5;0;0;0;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08224;Sant Martí de Centelles;1;;884;228;448;524;360;11;4;509;513;59;156;156;32;30;40;15;10;7;2;0;1;0;1;0;;;;;;;;
17;Girona;3;Girona;20;Gironès;17172;Sant Martí de Llémena;1;;477;162;272;298;179;13;4;281;285;24;71;101;11;10;50;1;1;9;0;0;0;0;1;0;;2;0;;;0;;
25;Lleida;4;Lleida;38;Urgell;25902;Sant Martí de Riucorb;1;;534;188;289;327;207;10;0;317;317;24;109;104;21;6;29;5;8;2;0;4;3;0;1;1;;0;;0;;;0;
8;Barcelona;8;Penedès;6;Anoia;08226;Sant Martí de Tous;1;;928;300;608;695;233;15;9;671;680;50;218;229;11;12;90;11;8;34;1;1;5;0;1;0;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08227;Sant Martí Sarroca;1;;2424;631;1151;1376;1048;24;18;1334;1352;166;336;388;52;67;182;30;17;78;4;5;5;0;2;2;;;;;;;;
8;Barcelona;2;Catalunya Central;6;Anoia;08228;Sant Martí Sesgueioles;1;;287;94;176;200;87;8;3;189;192;13;54;62;9;8;19;3;6;12;1;0;1;1;0;0;;;;;;;;
17;Girona;3;Girona;20;Gironès;17173;Sant Martí Vell;1;;188;62;119;133;55;0;2;131;133;10;33;39;4;6;32;1;3;0;0;0;0;1;0;0;;0;0;;;2;;
8;Barcelona;2;Catalunya Central;7;Bages;08229;Sant Mateu de Bages;1;;513;179;328;372;141;6;1;365;366;31;97;128;7;7;32;5;2;51;1;2;0;0;0;2;;;;;;;;
17;Girona;3;Girona;28;Pla de l'Estany;17174;Sant Miquel de Campmajor;1;;170;54;91;109;61;1;3;105;108;3;25;41;1;4;26;2;0;2;0;0;0;1;0;0;;0;0;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17175;Sant Miquel de Fluvià;1;;554;163;240;266;288;6;5;255;260;57;39;49;52;11;19;12;11;2;1;0;0;0;1;0;;0;1;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17176;Sant Mori;1;;118;53;79;92;26;0;1;91;92;14;19;21;6;4;12;6;6;1;1;0;0;1;0;0;;0;0;;;0;;
17;Girona;3;Girona;31;Ripollès;17177;Sant Pau de Segúries;1;;584;187;296;339;245;16;5;318;323;32;79;137;10;3;35;9;2;9;0;1;1;0;0;0;;0;0;;;0;;
8;Barcelona;2;Catalunya Central;7;Bages;08192;Santpedor;1;;5715;1426;2925;3502;2213;39;26;3437;3463;469;1080;988;132;145;318;73;48;138;13;10;8;3;4;8;;;;;;;;
8;Barcelona;8;Penedès;17;Garraf;08231;Sant Pere de Ribes;1;;21551;4480;9253;10597;10954;130;85;10382;10467;2824;2083;1657;1006;778;738;725;311;123;79;12;7;11;15;13;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08232;Sant Pere de Riudebitlles;1;;1798;484;943;1041;757;17;7;1017;1024;141;302;302;19;39;128;14;14;50;1;2;1;1;1;2;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08233;Sant Pere de Torelló;1;;1876;464;956;1110;766;11;15;1084;1099;90;292;503;22;12;116;9;3;18;2;9;5;0;3;0;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08234;Sant Pere de Vilamajor;1;;3513;687;1542;1947;1566;103;24;1820;1844;237;504;446;109;116;203;74;44;49;9;10;12;1;5;1;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17178;Sant Pere Pescador;1;;1073;311;542;604;469;7;1;596;597;51;145;253;22;19;48;15;9;21;0;3;5;3;1;0;;1;0;;;0;;
8;Barcelona;2;Catalunya Central;6;Anoia;08189;Sant Pere Sallavinera;1;;123;47;88;104;19;3;2;99;101;3;27;37;1;2;10;1;2;16;0;0;0;0;0;0;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08235;Sant Pol de Mar;1;;3976;1142;2145;2602;1374;30;15;2557;2572;278;630;964;76;113;235;66;46;108;6;10;17;6;1;1;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08236;Sant Quintí de Mediona;1;;1609;437;695;892;717;18;10;864;874;93;287;254;26;26;90;22;16;44;2;1;3;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08237;Sant Quirze de Besora;1;;1633;521;912;1039;594;18;9;1012;1021;102;266;403;20;21;114;8;14;41;4;0;16;1;2;0;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08238;Sant Quirze del Vallès;1;;14968;3717;8256;9571;5397;108;71;9392;9463;1743;2227;2339;709;522;544;557;309;344;34;19;17;13;10;5;;;;;;;;
8;Barcelona;2;Catalunya Central;42;Moianès;08239;Sant Quirze Safaja;1;;476;119;267;312;164;3;3;306;309;41;64;83;21;24;15;17;17;18;4;0;0;0;1;1;;;;;;;;
25;Lleida;4;Lleida;32;Segarra;25194;Sant Ramon;1;;403;119;202;244;159;9;2;233;235;16;63;85;9;6;18;0;9;21;0;0;1;0;2;0;;0;;3;;;0;
8;Barcelona;8;Penedès;3;Alt Penedès;08240;Sant Sadurní d'Anoia;1;;4107;969;2024;2319;1788;41;13;2265;2278;433;625;527;78;176;196;55;50;100;7;7;3;3;4;1;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08240;Sant Sadurní d'Anoia;2;;5374;1277;2696;3199;2175;34;18;3147;3165;569;826;800;128;209;287;72;71;148;7;15;2;4;9;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08241;Sant Sadurní d'Osormort;1;;66;20;45;51;15;0;0;51;51;6;9;24;2;2;6;2;0;0;0;0;0;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08098;Sant Salvador de Guardiola;1;;2495;645;1242;1407;1088;24;17;1366;1383;201;319;354;117;75;104;57;39;65;10;9;10;1;4;1;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08262;Sant Vicenç de Castellet;1;;4113;859;1657;1963;2150;42;35;1886;1921;388;528;419;114;117;139;87;38;39;7;6;1;2;0;1;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08262;Sant Vicenç de Castellet;2;;2855;653;1177;1360;1495;17;14;1329;1343;272;330;319;101;67;79;68;31;40;3;5;6;6;1;1;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;1;;11711;2594;5305;6098;5613;96;36;5966;6002;1745;1709;499;599;400;252;361;205;123;26;9;12;8;8;10;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;2;;3021;432;1052;1196;1825;18;16;1162;1178;427;235;34;172;96;20;117;33;0;13;2;0;3;9;1;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;3;;2770;587;1070;1179;1591;16;14;1149;1163;372;265;34;171;79;38;132;34;4;8;1;0;3;7;1;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08263;Sant Vicenç dels Horts;4;;3739;899;1721;1956;1783;40;11;1905;1916;485;510;134;239;178;63;148;73;18;9;1;2;0;42;3;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08264;Sant Vicenç de Montalt;1;;4693;1038;2310;2824;1869;35;22;2767;2789;400;530;800;275;108;118;194;139;136;17;15;12;15;7;1;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08265;Sant Vicenç de Torelló;1;;1621;555;1017;1132;489;16;15;1101;1116;80;260;472;20;21;176;12;8;39;2;4;4;1;2;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43142;Sarral;1;;1077;254;512;599;478;11;5;583;588;47;184;204;22;13;43;8;12;42;2;2;2;1;0;;0;1;;;0;;;0
17;Girona;3;Girona;20;Gironès;17186;Sarrià de Ter;1;;3868;1027;1931;2212;1656;35;20;2157;2177;416;501;633;136;69;205;74;35;39;10;4;2;10;1;2;;5;14;;;1;;
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25201;Sarroca de Bellera;1;;106;17;34;63;43;2;0;61;61;16;16;12;3;1;2;1;1;8;1;0;0;0;0;0;;0;;0;;;0;
25;Lleida;4;Lleida;33;Segrià;25200;Sarroca de Lleida;1;;311;116;179;197;114;2;1;194;195;21;80;57;1;0;13;1;3;14;0;0;2;0;2;0;;0;;0;;;0;
17;Girona;3;Girona;2;Alt Empordà;17187;Saus, Camallera i Llampaies;1;;649;226;410;464;185;8;3;453;456;56;100;148;14;35;70;3;1;19;2;1;0;1;0;0;;1;2;;;0;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43143;Savallà del Comtat;1;;51;21;31;36;15;0;1;35;36;4;11;12;0;2;1;1;0;4;0;0;0;0;0;;0;0;;;0;;;0
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43144;Secuita, la;1;;1248;330;657;742;506;12;4;726;730;117;181;185;72;27;72;26;21;15;3;3;0;1;0;;1;1;;;0;;;1
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43145;Selva del Camp, la;1;;1946;410;912;1125;821;21;8;1096;1104;158;291;272;56;44;169;35;9;40;4;0;4;5;1;;7;0;;;0;;;1
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43145;Selva del Camp, la;2;;2334;639;1248;1453;881;34;6;1413;1419;287;324;362;70;60;165;53;39;33;3;2;6;1;2;;1;1;;;3;;;1
17;Girona;3;Girona;2;Alt Empordà;17188;Selva de Mar, la;1;;171;71;112;128;43;3;1;124;125;9;24;48;0;9;28;1;3;1;1;0;0;0;0;0;;0;0;;;0;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43146;Senan;1;;37;11;19;30;7;1;0;29;29;2;11;7;1;2;6;0;0;0;0;0;0;0;0;;0;0;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43044;Sénia, la;1;;1491;337;623;797;694;14;8;775;783;159;239;89;79;49;56;43;34;13;1;0;0;0;1;;11;1;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43044;Sénia, la;2;;2433;541;952;1204;1229;42;15;1147;1162;242;303;135;134;76;76;63;81;11;1;0;1;3;1;;15;3;;;2;;;0
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25202;Senterada;1;;104;30;46;57;47;0;0;57;57;10;17;13;0;5;10;0;2;0;0;0;0;0;0;0;;0;;0;;;0;
25;Lleida;4;Lleida;23;Noguera;25035;Sentiu de Sió, la;1;;367;129;203;237;130;4;3;230;233;28;63;85;12;9;14;2;3;7;0;0;2;0;0;0;;0;;0;;;5;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08267;Sentmenat;1;;6897;1570;3050;3609;3288;55;33;3521;3554;806;841;682;340;254;286;135;88;50;18;5;4;3;8;1;;;;;;;;
17;Girona;3;Girona;28;Pla de l'Estany;17190;Serinyà;1;;847;259;486;520;327;15;4;501;505;33;126;213;10;11;82;7;4;12;0;0;0;0;1;0;;1;1;;;0;;
25;Lleida;4;Lleida;33;Segrià;25204;Seròs;1;;1144;281;582;650;494;10;5;635;640;58;195;155;24;8;31;6;13;134;1;3;0;1;0;0;;0;;5;;;1;
17;Girona;3;Girona;10;Baix Empordà;17191;Serra de Daró;1;;171;88;134;146;25;0;1;145;146;9;28;65;0;7;20;2;2;12;0;0;0;0;0;0;;0;0;;;0;;
17;Girona;3;Girona;31;Ripollès;17192;Setcases;1;;147;49;84;96;51;4;4;88;92;6;15;36;3;2;5;4;3;14;0;0;0;0;0;0;;0;0;;;0;;
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25203;Seu d'Urgell, la;1;;8840;1944;3769;4423;4417;86;64;4273;4337;844;1140;1060;196;209;373;147;137;125;4;4;6;3;6;1;;3;;13;;;2;
8;Barcelona;2;Catalunya Central;24;Osona;08269;Seva;1;;2780;768;1501;1748;1032;20;28;1700;1728;115;446;718;68;49;191;19;21;59;0;2;7;4;1;0;;;;;;;;
25;Lleida;4;Lleida;27;Pla d'Urgell;25205;Sidamon;1;;571;208;327;356;215;14;3;339;342;42;100;106;22;17;15;5;10;14;1;1;3;2;0;0;;0;;1;;;0;
17;Girona;3;Girona;34;Selva;17193;Sils;1;;4405;1150;1947;2161;2244;34;19;2108;2127;389;457;622;175;92;137;107;33;44;9;11;5;4;7;4;;3;6;;;3;;
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;1;;6908;1408;3176;3870;3038;36;31;3803;3834;868;681;762;431;197;157;303;213;141;19;14;4;8;5;0;;;;;;;;
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;2;;12330;2878;5981;6890;5440;73;52;6765;6817;1588;1426;1295;589;430;339;518;305;210;30;10;4;8;9;4;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17052;Siurana;1;;136;46;85;97;39;1;0;96;96;2;29;35;4;3;11;1;3;4;0;0;2;0;1;0;;0;1;;;0;;
8;Barcelona;2;Catalunya Central;24;Osona;08271;Sobremunt;1;;65;16;30;36;29;0;2;34;36;4;1;0;0;3;10;0;0;16;0;0;0;0;0;0;;;;;;;;
25;Lleida;4;Lleida;18;Garrigues;25206;Soleràs, el;1;;254;83;150;185;69;1;3;181;184;10;63;86;1;1;8;1;1;8;0;0;1;0;0;0;;0;;1;;;0;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43147;Solivella;1;;529;201;336;375;154;11;7;357;364;12;114;146;7;8;32;2;16;18;1;0;1;0;0;;0;0;;;0;;;0
25;Lleida;2;Catalunya Central;35;Solsonès;25207;Solsona;1;;4003;876;1784;2145;1858;40;19;2086;2105;281;598;696;62;52;224;43;25;71;2;3;6;2;3;0;;5;;11;;;2;
25;Lleida;2;Catalunya Central;35;Solsonès;25207;Solsona;2;;2455;553;1117;1342;1113;27;12;1303;1315;131;311;499;40;42;177;16;19;49;1;6;4;0;2;0;;1;;2;;;3;
8;Barcelona;2;Catalunya Central;24;Osona;08272;Sora;1;;162;46;99;116;46;1;2;113;115;2;29;42;0;3;21;2;0;10;0;3;1;0;0;0;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25208;Soriguera;1;;342;70;146;217;125;3;1;213;214;24;62;45;1;7;60;0;3;8;0;1;0;0;1;0;;0;;1;;;0;
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25209;Sort;1;;1614;300;667;962;652;25;15;922;937;92;259;276;19;43;142;24;19;34;1;1;2;0;4;0;;2;;3;;;1;
25;Lleida;4;Lleida;33;Segrià;25210;Soses;1;;1063;389;605;673;390;18;4;651;655;101;221;226;14;6;28;7;13;31;1;0;0;0;1;0;;0;;0;;;2;
8;Barcelona;8;Penedès;3;Alt Penedès;08273;Subirats;1;;2423;793;1465;1649;774;22;10;1617;1627;150;443;514;51;55;243;25;29;94;2;3;6;1;1;0;;;;;;;;
25;Lleida;4;Lleida;33;Segrià;25211;Sudanell;1;;652;158;317;379;273;5;3;371;374;32;145;95;11;8;36;2;19;17;0;0;4;1;0;0;;0;;0;;;1;
25;Lleida;4;Lleida;33;Segrià;25212;Sunyer;1;;221;65;124;140;81;1;8;131;139;18;39;44;3;3;6;4;4;0;0;8;0;0;1;0;;0;;0;;;1;
8;Barcelona;2;Catalunya Central;7;Bages;08274;Súria;1;;4598;1182;2182;2601;1997;38;10;2553;2563;722;611;583;111;115;173;103;49;54;10;5;11;4;1;1;;;;;;;;
17;Girona;3;Girona;34;Selva;17194;Susqueda;1;;73;32;39;49;24;0;3;46;49;3;15;19;2;0;2;0;2;2;0;1;0;0;0;0;;0;0;;;0;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08276;Tagamanent;1;;241;93;130;147;94;0;1;146;147;12;41;45;10;15;11;5;0;7;0;0;0;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08277;Talamanca;1;;174;71;113;122;52;1;1;120;121;9;41;43;0;3;7;1;5;11;0;0;0;0;0;0;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25215;Talarn;1;;420;120;168;204;216;4;4;196;200;35;42;54;18;6;22;9;2;3;3;0;1;0;0;0;;0;;1;;;0;
25;Lleida;4;Lleida;32;Segarra;25216;Talavera;1;;241;80;132;165;76;1;1;163;164;11;46;44;6;1;22;4;4;19;0;0;3;1;0;0;;0;;2;;;0;
17;Girona;3;Girona;10;Baix Empordà;17195;Tallada d'Empordà, la;1;;351;165;252;278;73;4;2;272;274;27;71;99;3;14;46;0;1;7;1;1;1;0;0;0;;1;0;;;0;;
8;Barcelona;2;Catalunya Central;24;Osona;08278;Taradell;1;;4999;1487;2726;3229;1770;30;22;3177;3199;177;756;1547;65;63;350;20;35;103;7;17;25;7;5;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;1;;974;218;386;493;481;14;4;475;479;74;106;104;24;25;74;19;31;10;1;1;1;1;0;;0;2;;;0;;;2
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;2;;789;183;369;395;394;4;3;388;391;52;107;79;23;26;69;7;12;4;0;3;2;1;0;;1;1;;;1;;;0
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;3;;3752;1097;2178;2515;1237;18;17;2480;2497;438;457;501;201;156;198;154;243;91;9;3;5;8;3;;1;8;;;3;;;1
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;4;;12546;2986;6236;7394;5152;95;47;7252;7299;1356;1620;1490;571;397;573;391;591;175;19;4;15;3;10;;10;9;;;12;;;6
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;5;;7567;1669;3492;4173;3394;70;27;4076;4103;834;935;628;370;292;348;224;309;76;13;7;2;5;11;;8;7;;;7;;;0
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;6;;16531;3534;7762;9052;7479;118;56;8878;8934;2104;1883;1433;937;501;477;583;693;145;36;7;16;3;15;;10;20;;;13;;;2
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;7;;29802;6394;13441;16101;13701;239;133;15729;15862;3793;3006;2260;1933;890;774;1252;1278;283;80;14;22;18;19;;16;47;;;40;;;4
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;8;;13530;2814;4857;5537;7993;94;55;5388;5443;2080;656;208;1119;337;90;477;305;20;36;0;6;2;15;;6;7;;;22;;;2
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43148;Tarragona;9;;5535;1105;1867;2045;3490;22;36;1987;2023;789;129;18;470;140;23;230;156;5;9;3;0;0;2;;2;2;;;8;;;1
25;Lleida;4;Lleida;38;Urgell;25217;Tàrrega;1;;2639;612;1178;1335;1304;20;25;1290;1315;142;339;440;60;34;137;31;24;62;1;3;6;2;2;0;;1;;5;;;1;
25;Lleida;4;Lleida;38;Urgell;25217;Tàrrega;2;;3854;1005;1951;2214;1640;47;28;2139;2167;292;565;725;79;66;196;54;42;87;5;6;10;1;0;0;;2;;6;;;3;
25;Lleida;4;Lleida;38;Urgell;25217;Tàrrega;3;;2912;784;1365;1561;1351;17;18;1526;1544;220;406;534;72;57;119;26;20;47;1;8;3;2;4;0;;4;;3;;;0;
25;Lleida;4;Lleida;38;Urgell;25217;Tàrrega;4;;1639;424;713;844;795;9;15;820;835;94;205;318;24;26;80;14;19;31;0;5;1;0;0;0;;0;;2;;;1;
25;Lleida;4;Lleida;18;Garrigues;25218;Tarrés;1;;84;26;51;64;20;0;2;62;64;2;25;23;1;2;5;0;0;4;0;0;0;0;0;0;;0;;0;;;0;
25;Lleida;4;Lleida;32;Segarra;25219;Tarroja de Segarra;1;;148;26;68;87;61;3;3;81;84;1;20;26;1;1;21;6;1;3;0;0;1;0;0;0;;0;;0;;;0;
